"id";"employeeid";"datefiled";"dateeffective";"leavetypeid";"cutoffid";"status";"year";"remarks";"created_at";"updated_at";"quantity"
843;998;"2021-07-06";"2021-07-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
844;998;"2021-07-07";"2021-07-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
845;1551;"2021-04-07";"2021-04-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
846;1551;"2021-06-22";"2021-06-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
847;1551;"2021-07-10";"2021-07-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
848;1551;"2021-07-12";"2021-07-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
849;333;"2021-09-01";"2021-09-01";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
850;333;"2021-09-09";"2021-09-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
851;2308;"2021-05-24";"2021-05-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
852;2308;"2021-05-25";"2021-05-25";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
853;1977;"2021-06-01";"2021-06-01";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
854;1977;"2021-07-28";"2021-07-28";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
855;1906;"2021-03-29";"2021-03-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
856;1906;"2021-03-30";"2021-03-30";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
857;1906;"2021-03-31";"2021-03-31";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
858;1906;"2021-06-09";"2021-06-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
859;1636;"2021-05-19";"2021-05-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
860;919;"2021-07-14";"2021-07-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
861;1537;"2021-07-02";"2021-07-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
862;1537;"2021-08-26";"2021-08-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
863;1537;"2021-08-27";"2021-08-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
864;1537;"2021-08-31";"2021-08-31";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
865;1537;"2021-09-01";"2021-09-01";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
866;2361;"2021-07-24";"2021-07-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
867;2361;"2021-09-01";"2021-09-01";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
868;2738;"2021-08-02";"2021-08-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
869;2738;"2021-08-10";"2021-08-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
870;2738;"2021-09-07";"2021-09-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
871;2738;"2021-09-08";"2021-09-08";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
872;178;"2021-08-02";"2021-08-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
873;717;"2021-07-06";"2021-07-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
874;717;"2021-07-21";"2021-07-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
875;717;"2021-07-22";"2021-07-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
876;717;"2021-07-23";"2021-07-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
877;867;"2021-07-27";"2021-07-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
878;207;"2021-03-20";"2021-03-20";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
879;246;"2021-07-26";"2021-07-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
880;246;"2021-07-27";"2021-07-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
881;842;"2021-07-01";"2021-07-01";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
882;842;"2021-07-02";"2021-07-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
883;842;"2021-07-03";"2021-07-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
884;1138;"2021-01-27";"2021-01-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
885;1138;"2021-04-24";"2021-04-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
886;1138;"2021-05-14";"2021-05-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
887;1138;"2021-06-05";"2021-06-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
888;1138;"2021-06-07";"2021-06-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
889;1381;"2021-03-03";"2021-03-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
890;1381;"2021-03-04";"2021-03-04";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
891;1555;"2021-07-16";"2021-07-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
892;1555;"2021-07-17";"2021-07-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
893;442;"2021-06-05";"2021-06-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
894;442;"2021-06-07";"2021-06-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
895;1215;"2021-07-31";"2021-07-31";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
896;1215;"2021-08-02";"2021-08-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
897;1215;"2021-08-03";"2021-08-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
898;1215;"2021-08-04";"2021-08-04";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
899;1215;"2021-08-05";"2021-08-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
900;1663;"2021-06-09";"2021-06-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
901;1663;"2021-06-10";"2021-06-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
902;1663;"2021-06-11";"2021-06-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
903;1498;"2021-03-17";"2021-03-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
904;1498;"2021-03-18";"2021-03-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
905;1498;"2021-03-19";"2021-03-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
906;1498;"2021-03-20";"2021-03-20";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
907;1498;"2021-03-22";"2021-03-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
908;2151;"2021-01-19";"2021-01-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
909;2151;"2021-05-17";"2021-05-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
910;2151;"2021-06-03";"2021-06-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
911;644;"2021-03-09";"2021-03-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
912;644;"2021-05-06";"2021-05-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
913;644;"2021-05-07";"2021-05-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
914;644;"2021-05-10";"2021-05-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
915;644;"2021-05-11";"2021-05-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
916;646;"2021-07-27";"2021-07-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
917;1255;"2021-02-01";"2021-02-01";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
918;1255;"2021-05-17";"2021-05-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
919;2075;"2021-08-02";"2021-08-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
920;2075;"2021-09-08";"2021-09-08";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
921;2378;"2021-06-17";"2021-06-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
922;2378;"2021-08-09";"2021-08-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
923;2378;"2021-08-31";"2021-08-31";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
924;1876;"2021-07-10";"2021-07-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
925;2365;"2021-08-11";"2021-08-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
926;1524;"2021-06-29";"2021-06-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
927;1524;"2021-07-12";"2021-07-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
928;1524;"2021-07-13";"2021-07-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
929;1524;"2021-07-14";"2021-07-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
930;1524;"2021-07-16";"2021-07-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
931;970;"2021-03-18";"2021-03-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
932;970;"2021-03-19";"2021-03-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
933;970;"2021-03-20";"2021-03-20";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
934;970;"2021-03-22";"2021-03-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
935;970;"2021-03-23";"2021-03-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
936;826;"2021-04-13";"2021-04-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
937;870;"2021-06-24";"2021-06-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
938;870;"2021-06-25";"2021-06-25";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
939;1163;"2021-07-14";"2021-07-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
940;1163;"2021-07-29";"2021-07-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
941;249;"2021-02-03";"2021-02-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
942;249;"2021-02-04";"2021-02-04";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
943;249;"2021-02-05";"2021-02-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
944;1542;"2021-06-28";"2021-06-28";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
945;226;"2021-04-24";"2021-04-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
946;226;"2021-07-07";"2021-07-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
947;226;"2021-07-03";"2021-07-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
948;310;"2021-09-07";"2021-09-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
949;310;"2021-09-08";"2021-09-08";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
950;1888;"2021-06-21";"2021-06-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
951;1916;"2021-05-17";"2021-05-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
952;1916;"2021-07-05";"2021-07-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
953;1916;"2021-07-06";"2021-07-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
954;330;"2021-07-22";"2021-07-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
955;2282;"2021-01-29";"2021-01-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
956;2282;"2021-03-08";"2021-03-08";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
957;2282;"2021-03-10";"2021-03-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
958;2282;"2021-03-11";"2021-03-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
959;2282;"2021-03-12";"2021-03-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
960;1044;"2021-07-22";"2021-07-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
961;1857;"2021-05-10";"2021-05-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
962;177;"2021-08-03";"2021-08-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
963;1363;"2021-06-19";"2021-06-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
964;961;"2021-01-12";"2021-01-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
965;961;"2021-06-07";"2021-06-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
966;975;"2021-09-01";"2021-09-01";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
967;975;"2021-09-02";"2021-09-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
968;975;"2021-09-15";"2021-09-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
969;975;"2021-09-21";"2021-09-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
970;585;"2021-03-15";"2021-03-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
971;1950;"2021-04-16";"2021-04-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
972;1950;"2021-04-17";"2021-04-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
973;2715;"2021-02-23";"2021-02-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
974;824;"2021-06-11";"2021-06-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
975;557;"2021-01-14";"2021-01-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
976;557;"2021-01-15";"2021-01-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
977;593;"2021-07-23";"2021-07-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
978;690;"2021-07-21";"2021-07-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
979;713;"2021-05-22";"2021-05-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
980;713;"2021-06-15";"2021-06-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
981;713;"2021-08-03";"2021-08-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
982;713;"2021-08-05";"2021-08-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
983;713;"2021-09-02";"2021-09-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
984;1299;"2021-04-12";"2021-04-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
985;1299;"2021-05-18";"2021-05-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
986;1299;"2021-05-28";"2021-05-28";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
987;1299;"2021-07-26";"2021-07-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
988;1299;"2021-09-06";"2021-09-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
989;1997;"2021-06-11";"2021-06-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
990;1997;"2021-07-14";"2021-07-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
991;1997;"2021-08-25";"2021-08-25";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
992;2600;"2021-06-19";"2021-06-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
993;2600;"2021-07-19";"2021-07-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
994;2657;"2021-03-29";"2021-03-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
995;2657;"2021-03-30";"2021-03-30";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
996;2657;"2021-03-31";"2021-03-31";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
997;2657;"2021-04-05";"2021-04-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
998;2657;"2021-04-06";"2021-04-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
999;2023;"2021-01-13";"2021-01-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1000;2023;"2021-07-09";"2021-07-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1001;2023;"2021-07-12";"2021-07-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1002;2393;"2021-06-03";"2021-06-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1003;2393;"2021-06-04";"2021-06-04";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1004;2732;"2021-01-14";"2021-01-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1005;2732;"2021-01-20";"2021-01-20";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1006;2732;"2021-01-21";"2021-01-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1007;2732;"2021-02-03";"2021-02-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1008;2732;"2021-02-04";"2021-02-04";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1009;497;"2021-09-03";"2021-09-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1010;9;"2021-06-19";"2021-06-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1011;9;"2021-08-03";"2021-08-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1012;9;"2021-08-11";"2021-08-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1013;9;"2021-09-11";"2021-09-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1014;1472;"2021-05-10";"2021-05-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1015;1472;"2021-07-12";"2021-07-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1016;1472;"2021-07-24";"2021-07-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1017;1472;"2021-08-12";"2021-08-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1018;1472;"2021-08-13";"2021-08-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1019;1788;"2021-05-08";"2021-05-08";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1020;2445;"2021-05-20";"2021-05-20";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1021;1124;"2021-04-20";"2021-04-20";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1022;1124;"2021-05-15";"2021-05-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1023;1124;"2021-09-02";"2021-09-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1024;2302;"2021-07-21";"2021-07-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1025;933;"2021-05-21";"2021-05-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1026;933;"2021-07-22";"2021-07-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1027;2527;"2021-06-09";"2021-06-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1028;423;"2021-06-21";"2021-06-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1029;625;"2021-05-24";"2021-05-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
1030;1184;"2021-06-10";"2021-06-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
